,id,desc,term,source,url
0,tgm012273,"Library [of Congress, main reading room, Washington, D.C.]",Glass,https://www.loc.gov/pictures/item/2016819413/,https://tile.loc.gov/storage-services/service/pnp/npcc/00100/00126r.jpg
1,tgm012273,[Stained glass windows],Glass,https://www.loc.gov/pictures/item/2016819457/,https://tile.loc.gov/storage-services/service/pnp/npcc/00000/00052r.jpg
2,tgm012273,"Cone-shaped exterior feature at the Museum of Glass in Tacoma, Washington",Glass,https://www.loc.gov/pictures/item/2018699148/,https://tile.loc.gov/storage-services/service/pnp/highsm/50900/50946r.jpg
3,tgm012273,"Cone-shaped exterior feature at the Museum of Glass in Tacoma, Washington",Glass,https://www.loc.gov/pictures/item/2018699154/,https://tile.loc.gov/storage-services/service/pnp/highsm/50900/50952r.jpg
4,tgm012273,"[Library of Congress (Washington, D.C.). Leaded glass work. Skylights and octagon windows. Elevation and reflected ceiling plans. Working drawing]",Glass,https://www.loc.gov/pictures/item/2001695198/,https://tile.loc.gov/storage-services/service/pnp/ppmsc/03900/03998r.jpg
5,tgm012273,"[Main Reading Room. Semi-circular stained glass window in alcove by H.T. Schladermundt with statues of Art and History on either side. Library of Congress Thomas Jefferson Building, Washington, D.C.]",Glass,https://www.loc.gov/pictures/item/2007684385/,https://tile.loc.gov/storage-services/service/pnp/highsm/02000/02085r.jpg
6,tgm012273,"[Main Reading Room. Semi-circular stained glass window in alcove by H.T. Schladermundt with statues of Religion and Science on either side. Library of Congress Thomas Jefferson Building, Washington, D.C.]",Glass,https://www.loc.gov/pictures/item/2007684387/,https://tile.loc.gov/storage-services/service/pnp/highsm/02000/02087r.jpg
7,tgm012273,"[Main Reading Room. Semi-circular stained glass window in alcove by H.T. Schladermundt with statues of Poetry and Philosophy on either side. Library of Congress Thomas Jefferson Building, Washington, D.C.]",Glass,https://www.loc.gov/pictures/item/2007684388/,https://tile.loc.gov/storage-services/service/pnp/highsm/02000/02088r.jpg
8,tgm012273,"[Main Reading Room. Detail of stained glass window and coffered arch inside alcove. Library of Congress Thomas Jefferson Building, Washington, D.C.]",Glass,https://www.loc.gov/pictures/item/2007684392/,https://tile.loc.gov/storage-services/service/pnp/highsm/02000/02092r.jpg
9,tgm012273,"[Main Reading Room. Detail of stained glass window inside alcove. Library of Congress Thomas Jefferson Building, Washington, D.C.]",Glass,https://www.loc.gov/pictures/item/2007684393/,https://tile.loc.gov/storage-services/service/pnp/highsm/02000/02093r.jpg
10,tgm012273,"""The valiant woman""",Glass,https://www.loc.gov/pictures/item/2011649760/,https://tile.loc.gov/storage-services/service/pnp/ppmsca/31800/31837r.jpg
11,tgm012273,"""Easter angel""",Glass,https://www.loc.gov/pictures/item/2011649762/,https://tile.loc.gov/storage-services/service/pnp/ppmsca/31800/31839r.jpg
12,tgm012273,"""Moses""",Glass,https://www.loc.gov/pictures/item/2011649764/,https://tile.loc.gov/storage-services/service/pnp/ppmsca/31800/31841r.jpg
13,tgm012273,"""St. Paul preaching at Athens""",Glass,https://www.loc.gov/pictures/item/2011649765/,https://tile.loc.gov/storage-services/service/pnp/ppmsca/31800/31842r.jpg
14,tgm012273,Visual materials from the Frederick Albert Cook papers,Glass,https://www.loc.gov/pictures/item/99472033/,https://tile.loc.gov/storage-services/service/pnp/ppmsca/38400/38431_150px.jpg
15,tgm012273,"[Main Reading Room. Semi-circular stained glass window in alcove by H.T. Schladermundt with statues of Religion and Science on either side. Library of Congress Thomas Jefferson Building, Washington, D.C.]",Glass,https://www.loc.gov/pictures/item/2007684389/,https://tile.loc.gov/storage-services/service/pnp/highsm/02000/02089r.jpg
16,tgm012273,"[Main Reading Room. Semi-circular stained glass window in alcove with statues of History and Commerce on either side. Library of Congress Thomas Jefferson Building, Washington, D.C.]",Glass,https://www.loc.gov/pictures/item/2007684390/,https://tile.loc.gov/storage-services/service/pnp/highsm/02000/02090r.jpg
17,tgm012273,"[Main Reading Room. Semi-circular stained glass window in alcove with statues of History and Commerce on either side. Library of Congress Thomas Jefferson Building, Washington, D.C.]",Glass,https://www.loc.gov/pictures/item/2007684391/,https://tile.loc.gov/storage-services/service/pnp/highsm/02000/02091r.jpg
18,tgm009100,"""Thanks, pal -- now is there any way you can keep those tricky Japanese auto makers from installing them in their cars?""",Safety,https://www.loc.gov/pictures/item/2012640822/,https://tile.loc.gov/storage-services/service/pnp/hlb/10200/10227_150px.jpg
19,tgm009100,"""He wants us to check the brand name and then try it first ourselves""",Safety,https://www.loc.gov/pictures/item/2012644382/,https://tile.loc.gov/storage-services/service/pnp/hlb/14100/14113_150px.jpg
20,tgm009100,Demonstration of safety control device for railroad crossing before members of Congress at the Capitol today,Safety,https://www.loc.gov/pictures/item/91785783/,https://tile.loc.gov/storage-services/service/pnp/cph/3b40000/3b42000/3b42000/3b42053r.jpg
21,tgm009100,"""Couldn't we let him do something besides point?""",Safety,https://www.loc.gov/pictures/item/2012632795/,https://tile.loc.gov/storage-services/service/pnp/hlb/02900/02947_150px.jpg
22,tgm009100,"""I was just -- uh -- demonstrating a type of passive restraint""",Safety,https://www.loc.gov/pictures/item/2012640732/,https://tile.loc.gov/storage-services/service/pnp/hlb/10300/10389_150px.jpg
23,tgm009100,Burk Uzzle photojournalism collection (Library of Congress),Safety,https://www.loc.gov/pictures/item/2012645750/,https://tile.loc.gov/storage-services/service/pnp/ppmsca/38400/38457_150px.jpg
24,tgm009100,"Harry [i.e., Henry] Hanawa, mechanic, Manzanar Relocation Center, California",Safety,https://www.loc.gov/pictures/item/2001704600/,https://tile.loc.gov/storage-services/service/pnp/ppprs/00200/00256r.jpg
25,tgm009100,"Corporal Jimmie Shohara, Manzanar Relocation Center, Calif.",Safety,https://www.loc.gov/pictures/item/2001704602/,https://tile.loc.gov/storage-services/service/pnp/ppprs/00200/00263r.jpg
26,tgm009100,"Harry Sumida, in hospital, Manzanar Relocation Center",Safety,https://www.loc.gov/pictures/item/2001704603/,https://tile.loc.gov/storage-services/service/pnp/ppprs/00200/00269r.jpg
27,tgm011468,"Rock Island Arsenal, Rock Island, Rock Island County, IL",War,https://www.loc.gov/pictures/item/il0278/,https://tile.loc.gov/storage-services/service/pnp/habshaer/il/il0200/il0278/photos/063535pr.jpg
28,tgm011468,"U.S. Navy Oilers and Tankers, U.S. Maritime Administration, Washington, District of Columbia, DC",War,https://www.loc.gov/pictures/item/dc1026/,https://tile.loc.gov/storage-services/service/pnp/habshaer/dc/dc1000/dc1026/sheet/00001r.jpg
29,tgm011468,Selected copyright deposit photos of the first World War,War,https://www.loc.gov/pictures/item/2005684648/,https://tile.loc.gov/storage-services/service/pnp/cph/3a20000/3a23000/3a23700/3a23706_150px.jpg
30,tgm011468,"Fort Delaware, Pea Patch Island, Delaware City, New Castle County, DE",War,https://www.loc.gov/pictures/item/de0129/,https://tile.loc.gov/storage-services/service/pnp/habshaer/de/de0100/de0129/photos/031867pr.jpg
31,tgm011468,"Rock Island Arsenal, Building No. 60, Rodman Avenue between Gillespie Avenue & First Street, Rock Island, Rock Island County, IL",War,https://www.loc.gov/pictures/item/il0504/,https://tile.loc.gov/storage-services/service/pnp/habshaer/il/il0500/il0504/photos/063869pr.jpg
32,tgm011468,"Rock Island Arsenal, Building No. 62, Rodman Avenue between First & Second Streets, Rock Island, Rock Island County, IL",War,https://www.loc.gov/pictures/item/il0505/,https://tile.loc.gov/storage-services/service/pnp/habshaer/il/il0500/il0505/photos/063880pr.jpg
33,tgm011468,"Rock Island Arsenal, Building No. 68, Rodman Avenue between Fourth Street & East Avenue, Rock Island, Rock Island County, IL",War,https://www.loc.gov/pictures/item/il0506/,https://tile.loc.gov/storage-services/service/pnp/habshaer/il/il0500/il0506/photos/063934pr.jpg
34,tgm011468,"Rock Island Arsenal, Building No. 104, Rodman Avenue between First & Second Streets, Rock Island, Rock Island County, IL",War,https://www.loc.gov/pictures/item/il0507/,https://tile.loc.gov/storage-services/service/pnp/habshaer/il/il0500/il0507/photos/063596pr.jpg
35,tgm011468,"Rock Island Arsenal, Building No. 108, Rodman Avenue between Third & Fourth Streets, Rock Island, Rock Island County, IL",War,https://www.loc.gov/pictures/item/il0508/,https://tile.loc.gov/storage-services/service/pnp/habshaer/il/il0500/il0508/photos/063628pr.jpg
36,tgm011468,"Rock Island Arsenal, Building No. 110, Rodman Avenue between Fourth Street & East Avenue, Rock Island, Rock Island County, IL",War,https://www.loc.gov/pictures/item/il0509/,https://tile.loc.gov/storage-services/service/pnp/habshaer/il/il0500/il0509/photos/063639pr.jpg
37,tgm011468,"Rock Island Arsenal, Building No. 105, South Avenue between Gillespie Avenue & Second Street, Rock Island, Rock Island County, IL",War,https://www.loc.gov/pictures/item/il0510/,https://tile.loc.gov/storage-services/service/pnp/habshaer/il/il0500/il0510/photos/063602pr.jpg
38,tgm011468,"Rock Island Arsenal, Building No. 56, North Avenue & East Avenue, Rock Island, Rock Island County, IL",War,https://www.loc.gov/pictures/item/il0511/,https://tile.loc.gov/storage-services/service/pnp/habshaer/il/il0500/il0511/photos/063858pr.jpg
39,tgm011468,"Rock Island Arsenal, Building No. 138, Second Avenue between South Avenue & Ramsey Street, Rock Island, Rock Island County, IL",War,https://www.loc.gov/pictures/item/il0513/,https://tile.loc.gov/storage-services/service/pnp/habshaer/il/il0500/il0513/photos/063672pr.jpg
40,tgm011468,"Rock Island Arsenal, Building No. 280, Sylvan Drive, Rock Island, Rock Island County, IL",War,https://www.loc.gov/pictures/item/il0514/,https://tile.loc.gov/storage-services/service/pnp/habshaer/il/il0500/il0514/photos/063791pr.jpg
41,tgm011468,"Rock Island Arsenal, Building No. 64, Rodman Avenue between Second & Third Streets, Rock Island, Rock Island County, IL",War,https://www.loc.gov/pictures/item/il0532/,https://tile.loc.gov/storage-services/service/pnp/habshaer/il/il0500/il0532/photos/063887pr.jpg
42,tgm011468,"Rock Island Arsenal, Building No. 66, Rodman Avenue between Third & Fourth Streets, Rock Island, Rock Island County, IL",War,https://www.loc.gov/pictures/item/il0533/,https://tile.loc.gov/storage-services/service/pnp/habshaer/il/il0500/il0533/photos/063911pr.jpg
43,tgm011468,"Rock Island Arsenal, Building No. 102, Rodman Avenue between Gillespie Avenue & First Street, Rock Island, Rock Island County, IL",War,https://www.loc.gov/pictures/item/il0534/,https://tile.loc.gov/storage-services/service/pnp/habshaer/il/il0500/il0534/photos/063579pr.jpg
44,tgm005025,"Recht-Eigentlicher Abriss der Neu-aufgebauten Ungarischen Gräntz-Vestung Neu-Serinwar samt dero Schantzen, und wie solche von den Türcken allbereit angefochten ; mit beygesetzter eigentlicher Abbildung der Vestung Clausenburg in Siebenbürgen.",History,https://www.loc.gov/pictures/item/2016645786/,https://tile.loc.gov/storage-services/service/pnp/cph/3b10000/3b14000/3b14600/3b14610r.jpg
45,tgm005025,"Chaplain Chapman of the 169th N.Y. performing divine service at Gen. W.F. Smith's Head Quarters in front of Petersburg, July 3rd",History,https://www.loc.gov/pictures/item/2004661220/,https://tile.loc.gov/storage-services/service/pnp/ppmsca/21600/21697r.jpg
46,tgm005025,Tribute to the unconquerables,History,https://www.loc.gov/pictures/item/2005681755/,https://tile.loc.gov/storage-services/service/pnp/fsa/8b03000/8b03900/8b03923_150px.jpg
47,tgm005025,Band of 107th U.S. Colored Infantry,History,https://www.loc.gov/pictures/item/00651620/,https://tile.loc.gov/storage-services/service/pnp/ppmsc/02700/02781r.jpg
48,tgm005025,"Ordnance Depot at Broadway Landing-Siege train awaiting shipment-U.S. guns on left, Confederate captured ordnance on right",History,https://www.loc.gov/pictures/item/2011646159/,https://tile.loc.gov/storage-services/service/pnp/stereo/1s00000/1s02000/1s02800/1s02893r.jpg
49,tgm005025,"Arsenal grounds, Richmond, Va., showing ruins and shot and shell scattered around",History,https://www.loc.gov/pictures/item/2011646703/,https://tile.loc.gov/storage-services/service/pnp/stereo/1s00000/1s02000/1s02900/1s02919r.jpg
50,tgm005025,"Arsenal grounds, Richmond, Va., showing ruins and shot and shell scattered around",History,https://www.loc.gov/pictures/item/2011646704/,https://tile.loc.gov/storage-services/service/pnp/stereo/1s00000/1s02000/1s02400/1s02426r.jpg
51,tgm005025,"View on the Battery, Charleston, S.C. Remains of the large Blakely gun, burst by the rebels before the evacuation",History,https://www.loc.gov/pictures/item/2011646727/,https://tile.loc.gov/storage-services/service/pnp/stereo/1s00000/1s02000/1s02400/1s02448r.jpg
